Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,7.5357,6.2531,4.4556,4.7765,12.0521,2.4713,2.8365,6.4825,8.8097,7.3804,6.0995,6.8943,7.4296,7.3706,4.5764,5.2666,2.0024,4.3016,5.4280,4.9412,-8.1757,1.2815,5.5555,-7.1938,-14.7888,-21.0999,-44.8998,-29.3002,-10.3982,2.5966,11.2025,10.5208,3.1015,2.8673,1.8404,4.8073,5.4740,11.0570,5.7927,9.5911,9.4215,12.5756,2.4216,-3.6508,6.2464,7.9343,6.5788,5.1329,4.0905,3.3510,3.4502,5.1599,6.0620,5.3807,-6.2905,10.6442,10.9585,7.4745
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.2984,4.6235,2.7353,6.6395,5.2442,2.8122,-0.3303,5.6688,7.4181,5.1031,3.1327,4.3003,4.7775,0.8901,-0.8667,4.9493,3.3472,3.0085,4.1504,1.4088,0.5292,-0.3948,1.5724,2.8229,2.3279,2.2873,1.4022,3.7072,3.8966,5.2550,5.1083,1.9231,-0.9768,2.3919,1.5441,0.8058,1.7922,2.0139,1.8873,2.9125,1.6815,-0.1980,-0.7001,1.1751,0.7317,3.8164,2.9765,0.9599,-5.6938,4.1799,3.9252,0.4185,0.4376,2.2095,1.4919,2.2300,2.6802,0.9812,1.0755,-3.8268,3.1638,1.8062,-0.3049
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.4297,4.1092,4.4060,2.2093,1.3690,-4.2583,3.0754,0.3689,6.0062,9.7235,5.2161,-2.4877,2.8846,6.8525,-12.4316,-3.5302,2.2741,8.4759,-2.5149,0.4717,-3.5031,-6.9237,-4.5637,8.6476,5.0916,5.1992,4.7949,5.6282,5.0859,3.3288,5.2818,3.8794,4.8500,3.3000,4.1124,4.6025,4.1964,4.7004,4.4000,3.7000,4.0000,4.5000,5.2000,5.6000,5.9000,6.3999,4.3468,9.1498,4.8445,7.8997,14.0471,9.2928,7.3125,2.8562,2.1208,3.3735,8.1289,6.2001,6.5078,0.5139,5.0765,3.8175,2.9448
Gibraltar,GIB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,13.2038,0.3648,11.8449,9.4097,10.7680,6.4945,5.6695,7.2037,11.5637,8.9306,7.8412,10.1602,8.0924,-6.4382,6.3668,6.8519,2.9410,7.2469,3.2821,0.6771,-1.5537,-1.1326,-1.0786,2.0106,2.5096,0.5177,-2.2589,4.2879,3.8000,0.0000,3.1000,0.7000,-1.6000,2.0000,2.0997,2.8621,4.4842,3.8949,3.0726,3.9198,4.1316,3.9229,5.7945,5.0610,0.5991,5.6524,3.2737,-0.3352,-4.3007,-5.4778,-10.1493,-7.0867,-2.5160,0.4757,-0.1961,-0.4872,1.0921,1.6684,1.8795,-9.3164,8.3799,5.5573,2.0115
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,13.0609,6.1773,6.8060,5.7063,0.6462,5.9592,8.8223,6.0167,4.8606,8.6760,0.6653,-4.4197,3.4572,-5.1796,3.6564,7.0973,5.5159,5.6036,6.6595,-11.7195,-0.1135,-5.1117,-5.0279,5.9244,3.7287,1.5296,1.4689,7.7580,1.3779,7.1016,1.2690,-0.9712,4.4300,6.9066,4.9875,5.5557,2.3524,6.1661,0.8660,1.7358,-0.4965,1.3942,-1.2983,4.7421,-2.5293,4.6820,0.0527,0.6231,2.8322,0.1876,1.2902,,
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,5.3414,5.6021,-0.5348,1.5342,4.1243,3.6326,3.5685,5.9797,7.1943,9.0974,2.9668,3.7677,4.0126,1.3855,-0.8511,-1.9588,1.6936,2.1295,4.4382,5.0155,11.7535,6.8984,4.8880,-2.0239,3.4373,9.4640,-0.6475,13.2762,-3.9953,6.1235,0.9475,-6.6133,-0.5111,0.7648,-1.1548,2.3511,7.3421,6.4452,3.7396,4.4387,4.3614,0.6765,-13.7566,4.6875,7.3207,4.8093
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8793,6.4938,3.6423,-3.6525,0.7172,2.0346,0.4387,2.2633,0.0777,2.1339,1.6904,1.7931,0.8257,0.1820,0.8901,-0.8282,2.5236,-10.5189,2.0582,5.0999,
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.2985,3.5365,9.5410,4.6330,4.3618,5.5121,4.1122,8.7660,4.7369,5.7079,5.5838,7.3331,6.7828,6.3750,1.9500,7.3873,7.8092,4.9967,4.7135,3.7600,0.6469,-3.5301,-2.5721,0.4967,-0.6093,0.1430,3.5440,3.8924,3.9426,3.1026,3.6582,4.8383,3.9271,4.0337,4.9485,2.9578,4.3641,4.9935,3.8471,3.6089,2.3326,3.8393,2.5604,3.1379,3.2760,5.3514,6.3377,3.2935,0.4769,2.8842,4.1639,2.9747,3.6948,4.4440,4.0922,2.6778,3.0799,3.4069,4.0179,-1.7919,8.0024,4.1180,3.4845
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,5.3658,2.3152,1.5673,5.2502,2.8769,7.9234,-3.3531,6.7963,-1.2079,2.6014,0.6097,1.8000,1.3000,1.4000,4.9999,3.1140,3.2999,6.3081,4.0035,4.3241,2.6134,3.2709,5.0441,3.9701,4.6077,4.4616,5.1816,3.6441,3.8120,2.5031,3.6583,5.1646,1.2486,2.3401,2.9973,1.1896,6.8175,4.1330,-1.1226,4.8134,5.6121,5.9153,3.9457,3.6966,3.8259,10.8206,10.3000,6.3585,5.6169,4.9203,3.9000,4.7000,7.0620
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,-3.9110,6.3749,1.1099,4.5592,7.8456,4.9435,-7.1701,13.1260,1.9941,-15.9527,18.1675,4.2001,-3.3983,9.1092,4.1665,-0.7938,2.9000,4.6000,6.1000,6.1000,5.1000,1.1000,2.1000,3.2000,4.4000,11.6000,6.5000,-22.4457,16.8150,1.1003,4.7860,3.6539,-0.2859,1.1719,6.5598,2.6665,2.5598,4.5246,2.4480,5.6054,8.0850,-1.7129,3.2561,0.9645,6.1341,5.3066,4.7890,3.7615,4.5001,1.5000,6.4000,4.2000,4.2483
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.6895,1.1049,-12.2787,11.3603,10.5410,5.2333,4.3136,1.0248,6.9944,4.2555,3.1129,-3.3177,1.2447,7.7028,8.4830,1.5369,-2.6387,-1.8062,-1.8357,1.7339,1.4962,-13.1901,-6.7924,-5.0287,2.3997,-0.9006,0.8994,-3.6935,-4.9167,-3.0675,6.0579,7.7579,8.1751,8.5324,5.0314,7.9555,6.1807,-1.6791,2.9602,-1.3638,2.2795,1.1326,-0.6322,1.5634,-1.9510,5.1296,7.1912,1.7552,3.6115,4.1384,5.1963,5.2763,3.6534,1.6865,0.6874,3.8075,3.7345,4.4409,5.3528,43.4797,20.0075,63.4399,33.0169
Haiti,HTI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-2.9320,7.8876,-1.8928,-1.6474,2.1618,-0.5758,-2.1177,3.1816,3.8119,0.6512,6.4804,0.9771,4.7553,5.7799,1.1228,8.4388,3.7081,6.2089,7.5604,7.3747,-2.8527,-3.5637,0.9082,0.3009,0.6036,-0.4975,-0.7936,0.2004,-2.9134,1.0381,1.8805,-5.3099,-5.4263,-11.9506,9.8977,4.1408,2.7047,2.1818,2.7102,0.8701,-0.3427,1.0518,3.4808,-1.3179,3.0722,1.7688,4.7065,2.6580,5.8904,-5.6515,5.0982,0.5024,4.3248,2.8888,1.4000,1.8125,2.5103,1.6678,-1.7231,-3.3055,-1.7982,-1.6820,-1.8639
Honduras,HND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.8557,5.7648,3.5804,5.4166,9.0372,5.3738,5.9775,6.5982,0.6554,3.6267,3.9950,5.7623,7.8699,-1.2276,2.1307,10.5007,10.3839,5.9662,5.6099,0.5994,-1.2220,-2.0747,0.9057,6.3273,5.6262,5.3308,6.6384,1.7460,2.7278,2.7917,-3.3193,6.0737,6.4957,0.2119,6.1893,1.8708,4.5981,3.5902,-0.7357,7.2913,2.7232,3.7543,4.5470,6.2323,6.0506,6.5672,6.1883,4.2316,-2.4316,3.7311,3.8357,4.1287,2.7916,3.0581,3.8401,3.8930,4.8429,3.8450,2.5596,-8.9651,12.5653,4.1436,3.5826
"Hong Kong SAR, China",HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,14.2911,15.7633,8.6281,14.6421,1.7948,1.6033,3.3974,11.3437,9.2068,7.2930,10.6118,12.2799,2.4152,0.4919,16.1642,11.7256,8.2608,11.5568,10.1083,9.2609,2.9498,5.9770,9.9737,0.7572,11.0561,13.3984,8.5115,2.2770,3.8305,5.7019,6.2349,6.2012,6.0361,2.3737,4.2586,5.0997,-5.8827,2.5067,7.6634,0.5608,1.6567,3.0563,8.7001,7.3881,7.0327,6.4648,2.1280,-2.4591,6.7677,4.8147,1.7003,3.1015,2.7624,2.3878,2.1754,3.7961,2.8469,-1.6724,-6.5448,6.4544,-3.6808,3.2151
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,4.7000,6.1000,5.7000,4.7000,42.4104,7.4000,7.5000,4.9000,6.9000,4.7000,6.2000,6.1000,6.9000,5.9000,6.2000,3.6000,7.6000,4.4000,2.7000,0.2000,2.8667,2.8411,0.7230,2.6580,-0.2531,1.5349,4.0512,-0.0653,0.7364,-3.4967,-11.8920,-3.0642,-0.5761,2.9472,1.4895,0.0824,3.1431,3.9000,3.0710,4.4792,4.0741,4.7413,4.0742,5.0046,4.2943,3.9461,0.2774,1.0039,-6.5979,1.0763,1.8668,-1.2502,1.8025,4.2322,3.7073,2.2010,4.2720,5.3623,4.8642,-4.4870,7.0612,4.5834,-0.9077
Iceland,ISL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-0.0742,8.3148,10.2810,9.8819,7.2964,8.7507,-1.2603,-5.4983,2.3896,7.4581,13.0608,6.1773,6.8060,5.7063,0.6462,5.9594,8.8223,6.0167,4.8606,5.7479,4.2650,2.1546,-2.1512,4.1291,3.2928,6.2705,8.5459,-0.0897,0.2584,1.1694,-0.2235,-3.3739,1.3134,3.6089,0.1166,4.5671,5.7716,7.3628,4.0349,4.9850,4.0135,0.5595,2.1427,7.8024,6.1244,6.3170,8.4549,2.2095,-7.6638,-2.8328,1.8458,1.0636,4.5525,1.6872,4.4367,6.3037,4.1949,4.8892,1.8612,-6.9405,5.1487,8.8813,4.0638
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,3.7227,2.9311,5.9944,7.4530,-2.6358,-0.0553,7.8260,3.3879,6.5397,5.1572,1.6429,-0.5533,3.2955,1.1853,9.1499,1.6631,7.2548,5.7125,-5.2382,6.7358,6.0062,3.4757,7.2889,3.8207,5.2543,4.7766,3.9654,9.6278,5.9473,5.5335,1.0568,5.4824,4.7508,6.6589,7.5745,7.5495,4.0498,6.1844,8.8458,3.8410,4.8240,3.8040,7.8604,7.9229,7.9234,8.0607,7.6608,3.0867,7.8619,8.4976,5.2413,5.4564,6.3861,7.4102,7.9963,8.2563,6.7954,6.4539,3.8714,-5.7777,9.6896,6.9870,7.5840
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.7406,1.8420,-2.2370,3.5297,1.0816,2.7913,1.3804,10.9152,6.8223,7.5546,7.0240,7.0376,8.1040,7.2342,5.6075,7.0796,8.2645,6.8702,7.1429,10.0000,7.8788,2.2472,4.3956,6.8421,2.4631,5.7692,5.0000,5.6277,7.7869,7.2243,6.7758,6.4975,6.4964,7.5400,8.2200,7.8182,4.6999,-13.1267,0.7911,4.9201,3.6435,4.4995,4.7804,5.0309,5.6926,5.5010,6.3450,6.0137,4.6289,6.2239,6.1698,6.0301,5.5573,5.0067,4.8763,5.0331,5.0698,5.1743,5.0193,-2.0655,3.7029,5.3074,5.0481
"Iran, Islamic Rep.",IRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,10.3909,7.9093,7.0421,8.4752,17.0357,11.5024,11.2528,14.4042,15.5167,10.9276,13.7016,14.4990,7.4417,5.8011,-0.3262,18.2604,-2.7736,-12.8409,-12.0208,-21.5996,-5.6968,23.1712,11.0867,-7.1399,1.8676,-9.7849,-0.1721,-6.0820,6.1321,13.5949,12.7161,3.2980,-1.4710,-1.6983,2.4010,6.3505,1.3504,2.0800,2.0027,5.8455,2.3922,8.0788,8.6393,4.3367,3.1898,4.9998,8.1558,0.2509,1.0074,5.7979,2.6457,-3.7472,-1.5220,4.9848,-1.4249,8.8151,2.7585,-1.8380,-3.0706,3.3303,4.7198,3.7766,4.9522
Iraq,IRQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,7.3258,4.6033,2.4477,14.8265,10.7639,4.9629,-8.8568,19.5121,3.2442,4.5444,5.3746,3.7353,4.4188,16.1134,12.4907,17.1751,1.9000,17.0570,20.8693,24.7537,-0.7287,3.4340,-13.0733,-1.4852,1.4539,4.6476,9.3053,-0.0190,-3.1185,57.8178,-64.0471,32.5922,30.2898,3.8545,2.1200,11.0208,21.2379,34.8571,17.5823,16.9217,1.7615,-8.1985,-36.6582,53.3818,1.6719,5.6463,1.8856,8.2281,3.3793,6.4026,7.5465,13.9364,7.6286,0.1970,4.7229,13.7874,-1.8198,2.6339,5.5138,-12.0368,1.5022,7.6398,-2.9356
Ireland,IRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.0162,3.2164,4.7446,3.7860,1.9335,0.8931,5.7857,8.2439,5.8639,2.6605,3.4699,6.4898,4.7214,4.2602,5.6566,1.3948,8.2113,7.1867,3.0730,3.0793,3.3252,2.2835,-0.2443,4.3544,3.0856,-0.4283,4.6631,5.2174,5.8139,8.4665,1.9296,3.3433,2.6926,5.7558,9.6344,7.3796,11.0218,8.7661,10.5299,9.4035,5.3058,5.8994,3.0138,6.7881,5.7398,4.9879,5.3101,-4.4841,-5.0958,1.6830,1.2808,-0.1297,1.1746,8.8290,24.4753,1.7656,9.3113,8.4703,5.2977,6.6172,15.1252,9.4330,-3.1988
Isle of Man,IMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,0.4189,19.1055,9.8963,11.8294,6.8452,4.1870,1.6050,0.8000,2.6000,4.0000,4.3000,7.7000,8.6000,13.5000,13.7000,5.3000,5.4000,6.2000,6.0000,5.2000,5.9000,7.7000,7.5000,4.9000,2.1000,3.4000,2.0000,7.3039,4.1419,5.1551,-0.3859,6.9523,2.8378,2.2134,0.2549,-8.8368,3.8378,,
Israel,ISR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,11.2039,10.1561,10.6957,7.9372,8.9979,-0.0796,2.9950,16.2420,13.5657,7.3073,10.9511,12.1466,5.5875,6.4762,3.2428,0.3225,1.0353,5.5551,6.2078,1.6704,5.3399,2.0825,3.3591,0.9332,4.0369,4.1901,7.1397,2.9100,0.5747,7.3152,7.7261,7.7593,4.1168,7.4278,6.6029,5.9283,3.7905,4.1156,3.3305,8.6717,0.3341,-0.1142,1.3939,4.7845,4.1341,5.5827,6.0332,3.2512,0.8831,5.6685,5.5611,2.5877,4.4155,3.9191,2.4858,4.5217,4.2766,4.0703,4.1561,-1.8573,8.6120,6.8329,1.9970
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,8.2072,6.2037,5.6097,2.7977,3.2680,5.9848,7.1786,6.5446,6.0981,5.3105,1.8181,3.6905,7.1259,5.5001,-2.0902,7.1254,2.5605,3.2401,5.9592,3.4300,0.8442,0.4136,1.1692,3.2259,2.7981,2.8600,3.1920,4.1944,3.3884,1.9858,1.5384,0.8343,-0.8528,2.1510,2.8868,1.2668,1.8302,1.8106,1.6257,3.7870,1.9514,0.2539,0.1386,1.4236,0.8178,1.7906,1.4871,-0.9620,-5.2809,1.7133,0.7073,-2.9809,-1.8411,-0.0045,0.7783,1.2935,1.6679,0.9258,0.4832,-8.9742,8.3102,3.9859,0.9207
Jamaica,JAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,1.8086,5.7441,5.5747,12.0644,2.4581,18.0086,-5.4855,-4.2293,-0.2561,-6.6942,-2.5975,-0.0537,-1.0600,-5.7142,2.6394,2.0692,1.9091,-1.5423,-2.9436,1.8826,7.8504,3.9743,7.1733,4.2005,4.8382,1.9555,9.4171,1.3834,2.3500,-0.1137,-1.1405,-2.3346,1.0477,0.8787,1.3449,1.9973,3.6663,1.3237,0.8938,2.8991,1.4320,-0.8117,-4.3453,-1.4571,1.7304,-0.6136,0.5177,0.6898,0.9215,1.3752,0.9971,1.8899,0.8923,-9.9203,4.6014,5.2215,2.2001
Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,12.0435,8.9090,8.4736,11.6767,5.8197,10.6386,11.0821,12.8825,12.4779,0.3991,4.6990,8.4135,8.0326,-1.2252,3.0916,3.9750,4.3903,5.2719,5.4840,2.8176,4.2606,3.2797,3.6302,4.4109,5.1598,3.2940,4.6489,6.6616,4.9258,4.8409,3.5234,0.9006,-0.4592,1.0834,2.6310,3.1339,0.9812,-1.2703,-0.3339,2.7646,0.3861,0.0420,1.5351,2.1861,1.8039,1.3724,1.4840,-1.2243,-5.6932,4.0979,0.0238,1.3748,2.0051,0.2962,1.5606,0.7538,1.6753,0.6434,-0.4022,-4.1471,2.5593,0.9547,1.9231
Jordan,JOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,8.2984,14.6796,20.8029,11.1848,17.1787,7.0259,-2.2197,4.2917,-2.7069,5.5046,2.3233,1.4622,-10.7292,-0.2759,1.6085,14.3498,4.4870,4.9715,6.2009,2.0870,3.3085,3.0122,3.3895,4.2457,5.2700,5.7838,4.1617,8.5672,8.1466,8.0930,8.1762,7.2204,5.0237,2.3148,2.7372,2.4294,2.6099,3.3841,2.4965,1.9942,2.4736,1.9191,1.7512,-1.1028,3.6556,2.4281,2.6155
Kazakhstan,KAZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.0000,-5.3000,-9.2000,-12.6000,-8.2000,0.5000,1.7000,-1.9000,2.7000,9.8000,13.5000,9.8000,9.3000,9.6000,9.7000,10.7000,8.9000,3.3000,1.2000,7.3000,7.4000,4.8000,6.0000,4.2000,1.2000,1.1000,4.1000,4.1000,4.5000,-2.5000,4.3000,3.2000,5.1000
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-7.7746,9.4574,8.7783,4.9645,2.0091,14.7286,3.3612,7.9827,7.9592,-4.6554,22.1739,17.0824,5.8966,4.0656,0.8822,2.1540,9.4538,6.9125,7.6152,5.5920,3.7735,1.5065,1.3091,1.7552,4.3006,7.1776,5.9371,6.2032,4.6903,4.1921,1.4383,-0.7995,0.3532,2.6328,4.4062,4.1468,0.4749,3.2902,2.3054,0.5997,3.7799,0.5469,2.9325,5.1043,5.9067,6.4725,6.8507,0.2323,3.3069,8.0585,5.1211,4.5687,3.7978,5.0201,4.9677,4.2135,3.8380,5.6479,5.1142,-0.2728,7.5905,4.8466,5.4258
Kiribati,KIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,-2.2901,12.0792,20.9099,45.3028,5.3444,-26.7682,-4.6126,1.0596,-11.5850,-16.5077,5.4795,-0.6494,-9.8039,13.7681,-13.3758,-2.2059,1.5038,21.4815,-7.3171,-5.9211,-5.5944,23.7037,0.0000,1.7964,2.9412,0.0000,1.1429,3.9548,-3.8043,6.7797,-3.1746,1.6393,-1.6129,-0.5464,1.0989,5.9783,3.0769,-2.9851,0.5128,1.0204,3.5354,5.8537,7.3733,1.2876,11.4407,7.2243,3.5461,3.4247,3.3113,-0.6410,8.7097,3.8576,4.2857
"Korea, Dem. People's Rep.",PRK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.9360,3.8953,9.0206,9.4738,7.3184,11.9940,9.0796,13.1658,14.5614,10.0527,10.5455,7.2144,14.8983,9.5118,7.8399,13.2214,12.3360,10.9530,8.6712,-1.6457,7.2462,8.3381,13.3762,10.5516,7.8389,11.3273,12.7237,11.9877,7.0729,9.8776,10.7781,6.1986,6.8775,9.2687,9.6146,7.8907,6.1706,-5.1294,11.4669,9.0608,4.8524,7.7251,3.1473,5.1974,4.3085,5.2643,5.7995,3.0130,0.7927,6.8048,3.6857,2.4025,3.1647,3.2025,2.8091,2.9469,3.1596,2.9074,2.2440,-0.7094,4.3047,2.6127,1.3567
Kosovo,XKX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0349,4.9400,6.3198,1.7122,5.3408,3.3488,5.9162,5.5718,4.8257,3.4066,4.7568,-5.3403,10.7457,4.2785,3.3379
Kuwait,KWT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,7.0437,3.9008,-6.5701,-12.9913,-12.2744,6.6062,-3.8475,7.3548,13.8992,-19.4107,-18.9247,-11.7491,7.9385,5.2416,-4.2646,8.5677,8.1462,-10.0526,25.8929,-26.2289,-41.0078,82.8093,33.9905,8.4362,4.8583,0.6051,2.4733,3.6621,-1.7890,4.6946,0.2133,3.0143,17.3260,10.2403,10.6090,7.5148,5.9916,2.4798,-7.0761,-2.3705,9.6285,6.6263,1.1492,0.5009,0.5928,2.9261,-4.7122,2.4340,1.3815,-5.2740,1.6976,6.1383,-2.2301
Kyrgyz Republic,KGZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3000,13.2000,2.7898,5.7028,-7.9439,-13.8378,-15.4593,-20.0852,-5.4238,7.0845,9.9153,2.1218,3.6558,5.4433,5.3216,-0.0173,7.0303,7.0268,-0.1755,3.1029,8.5429,8.4016,2.8863,-0.4716,5.9563,-0.0882,10.9155,4.0240,3.8758,4.3359,4.7399,3.7579,4.6006,-7.1490,5.5070,8.9675,6.1514
Lao PDR,LAO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,5.0700,4.8851,-1.4258,-2.0102,14.1906,6.7046,4.2966,5.5599,5.9126,8.1590,7.0313,6.9283,6.8721,3.9676,7.3064,5.7988,5.7514,5.9187,6.0670,6.3577,7.1076,8.6193,7.5968,7.8249,7.5018,8.5269,8.0387,8.0261,8.0263,7.6120,7.2701,7.0228,6.8925,6.2480,5.4577,0.5030,2.5284,2.7074,3.7457
Latvia,LVA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.5952,-32.1186,-4.9830,2.1899,-0.9448,2.5880,8.8369,6.3359,2.7562,5.6757,6.3235,7.0881,8.4229,8.2841,10.7204,11.9718,9.9419,-3.2491,-14.2601,-4.4556,2.5737,7.0422,2.0080,1.9022,3.8853,2.3686,3.3125,3.9905,0.5875,-3.5138,6.7317,2.9547,-0.2825
Lebanon,LBN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.4511,26.5332,49.4474,16.4383,10.7657,8.1052,6.4489,11.2859,1.0550,3.6657,-0.5256,1.3419,3.8397,3.4231,3.2271,6.6794,2.6858,1.5495,9.3106,9.0691,10.2322,7.9751,0.8673,2.5648,3.8279,2.4841,0.4623,1.5545,0.9030,-1.8847,-6.9149,-21.3999,-7.0012,-0.6217,
Lesotho,LSO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,1.8648,15.3318,10.6151,8.2511,2.1541,-0.4055,10.9121,-0.3671,1.5475,2.1771,5.1137,-0.2027,26.4049,10.9801,-13.5135,11.0491,21.8090,18.3169,2.8939,-2.7448,0.6946,4.4572,1.9862,5.5349,2.6102,4.6849,0.7297,8.6019,5.7952,6.0455,6.9666,6.9564,3.5098,5.9799,3.2909,5.5970,3.7036,1.5377,0.4760,3.8755,3.5616,0.7238,4.5598,1.6924,3.4661,4.2301,4.1879,5.5234,-1.2538,5.2697,4.6164,6.3341,1.7925,1.7105,3.1241,3.6089,-3.1382,-1.4806,-1.4180,-7.4587,1.8527,1.2855,0.8981
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,2.4400,1.3446,2.2745,5.1520,4.7938,7.7027,6.7458,4.7689,7.2885,6.6632,4.9048,4.1405,-2.2560,4.7532,-3.4686,5.3107,1.5880,4.8162,3.2648,-4.0984,-2.1368,-2.4329,-1.8969,-2.1073,-0.8433,-1.6786,-1.0016,-2.0419,-26.6684,-51.0309,-14.2252,-35.0857,-32.9754,-21.7623,-4.2662,12.1212,106.2798,30.2081,21.7414,28.6159,2.9203,3.7630,-30.1451,2.6198,5.2812,8.0439,9.5353,7.1457,5.3005,6.0998,8.2008,7.9938,8.6873,0.7014,-0.0186,-1.5550,2.4552,1.1576,-2.4673,-2.9825,4.9867,4.8081,4.7110
Libya,LBY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,9.8958,32.5246,35.0204,45.0717,28.1489,18.5922,11.1101,33.8639,13.0879,4.9507,-5.2775,9.1258,1.9366,22.1934,4.0283,22.8810,8.8527,3.3049,8.9581,0.6853,-19.1902,2.8061,-2.4722,-5.0418,8.3268,-11.3525,-14.7021,7.5790,7.1994,3.7201,15.6551,-2.7123,-3.7632,1.9348,-2.2204,2.1341,5.2127,-3.5522,0.7497,3.6793,-1.7628,-0.9589,13.0160,4.4616,11.8708,6.5005,6.2300,-0.1620,-4.4002,5.0272,-50.3385,86.8267,-17.9980,-23.0428,-0.8427,-1.4909,32.4918,7.9414,-5.9948,-58.3182,153.4926,1.3361,-1.6726
Liechtenstein,LIE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,1.6692,1.6692,1.6692,1.6692,1.6692,4.7587,4.7587,4.7587,4.7587,4.7587,4.8148,-1.5901,0.5386,4.2857,7.0206,4.0000,9.2308,5.6338,4.4920,2.2529,1.8012,3.6083,4.3321,6.8661,5.8756,6.9053,7.2251,7.7613,10.4109,3.2202,-0.7331,-0.9939,-1.9376,3.0392,4.8281,8.6450,3.3260,1.7981,-1.1575,,,,,,,,,,,,,,
